"","Time","Central","East","New Delhi","North","North East","North West","South","South West","West"
"75","18:30 - 18:45",0.000620851457874789,0.00080298552143571,0.00500487509223199,0.000505035142407191,0.000720310899645608,0.000969221992099123,0.00110679535713127,0.000952010437379414,0.000660295334957342
"76","18:45 - 19:00",0.000627844785531082,0.000812030423857106,0.00501772665749432,0.000510538968575097,0.000728424547558853,0.000978357103533465,0.00111778253783471,0.000962149368789633,0.000666714500551826
"77","19:00 - 19:15",0.000628708795621217,0.0008131479014501,0.00498880456103637,0.000510435124645505,0.000729426970726962,0.000971931680444987,0.00111866468830453,0.000963512050294741,0.000665234017486085
"78","19:15 - 19:30",0.000625390949741397,0.000808856726532077,0.00494380965744012,0.000507705478170918,0.000725577611076976,0.000966456016978132,0.00111408216532352,0.000960273087054527,0.000662092353800047
"79","19:30 - 19:45",0.000617481296869902,0.000798626684136535,0.00488601020809926,0.000501434922250066,0.000716400844068562,0.000955684754963888,0.0011056533817183,0.000953868547047477,0.000656118716444883
"80","19:45 - 20:00",0.000608180484910939,0.000786597369803912,0.00481573187623479,0.000493766308604626,0.000705610056441956,0.000940174227281352,0.00109428289029183,0.000944968999917378,0.000647787010119376
"81","20:00 - 20:15",0.000595020622292644,0.00076957690699829,0.00472368347311275,0.000483188512277705,0.000690342004218571,0.000920855706878215,0.0010761516335539,0.000930025097118159,0.000636010881424404
"82","20:15 - 20:30",0.000583811618966439,0.000755079610959914,0.00464383680563689,0.0004738644913306,0.000677337335923731,0.000901371903096674,0.00106451977848497,0.000920301003754447,0.000626479322774818
"83","20:30 - 20:45",0.000572466371751959,0.000740406102289224,0.00458038761063647,0.000463855184810043,0.000664174597680775,0.000876139156055569,0.0010484130169303,0.000906458050851133,0.000613767839247183
"84","20:45 - 21:00",0.000559343729277366,0.0007234337785934,0.00451266053761682,0.000452298357221923,0.000648949728210454,0.000847151674856712,0.00102989300505161,0.000890410537970692,0.000599159020809248
"85","21:00 - 21:15",0.000541347346221788,0.000700157945302606,0.00442795793721794,0.000436546901091784,0.000628070352468142,0.000808338574450933,0.000998843960990678,0.000863381470886991,0.000577395114841878
"86","21:15 - 21:30",0.00052945062588954,0.000684771182401114,0.00435070569089992,0.000427199539188239,0.000614267795968255,0.000792947620467797,0.000978491696148383,0.000845231693154715,0.000565931207109772
"87","21:30 - 21:45",0.000518098283095068,0.000670088496578745,0.00428475652060675,0.000418722805518385,0.000601096825444384,0.000782529377953031,0.000955771149079917,0.000824840342841913,0.000555018998270373
"88","21:45 - 22:00",0.000504910466313792,0.000653031878928267,0.00421145661574152,0.000408874174525372,0.000585796340844414,0.000770413594641853,0.000929136175912434,0.000800774732116527,0.00054225391904002
"89","22:00 - 22:15",0.00048390285334776,0.000625861436082902,0.00410498453130137,0.000392847285845675,0.000561423340824784,0.000747851900094295,0.000886857930447074,0.000763143468006523,0.000521063233284946
"90","22:15 - 22:30",0.000467725826870546,0.0006049386889808,0.00400694856046836,0.000380419947783819,0.000542654779766265,0.000729651785647281,0.000854341234606512,0.000734179837533707,0.000504528905453869
"91","22:30 - 22:45",0.000451222571536603,0.000583594009957134,0.0039206693496985,0.000367576948492465,0.000523507728493542,0.000709494005247702,0.000820330245542872,0.000704213744585577,0.000486922137291996
"92","22:45 - 23:00",0.000432981521850776,0.00056000173420788,0.00382833909813102,0.000353388739785254,0.000502344490905836,0.000687282608564168,0.000785075984800543,0.000673397997484639,0.000468304648227492
"93","23:00 - 23:15",0.000410010298106718,0.000530291632311238,0.00372055809716722,0.000335466955241472,0.000475693312703432,0.000658787548430236,0.000742317780667353,0.000636614306183802,0.00044529060149558
"94","23:15 - 23:30",0.000388777913612993,0.000502830478571858,0.00361487423347622,0.000319095321581944,0.000451059533105574,0.000634314638818253,0.000705314263109317,0.000605121670984434,0.000425426101065199
"95","23:30 - 23:45",0.000368577219936595,0.00047670367426245,0.00351915806617525,0.000303594398370225,0.000427622719595754,0.000611755662254872,0.000670523130747615,0.000575762114401182,0.000406874932857602
"96","23:45 - 24:00",0.000349371968861375,0.000451864337327126,0.00342626588704167,0.000288908907488796,0.000405340817049748,0.000590805466172039,0.000639443055759085,0.000549746283169541,0.000390080213617193
"97",NA,0.0115566042659426,0.0149468697943939,0.1039263669869,0.00947239927475318,0.0134079543666438,0.0187313848623361,0.0212017974378285,0.0182750055425211,0.0126946191326151
